price,beds_baths_area,address
"84,990","331,428 sqft","Binghatti Avenue, Al Jaddaf"
"165,000","231,579 sqft","Al Majara 2, Al Majara Marina"
"60,000",12768 sqft,"Al Alka 3, Al Alka, The Greens"
"64,999",22967 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"90,000",11936 sqft,"8 Boulevard Walk, Mohammad Bin Rashid Boulevard, Downtown Dubai"
"234,999","341,801 sqft",5242 Towers Marina
"110,000","231,439 sqft","Sadaf 6, Sadaf, Jumeirah Beach Residence (JBR)"
"88,000","351,928 sqft","Abraj Al Mamzar Block B, Abraj Al Mamzar, Al Mamzar"
"27,000",01444 sqft,"Al Abbar Building, Al Nahda 2, Al Nahda (Dubai)"
"55,000",12820 sqft,"Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC)"
"185,000","341,813 sqft","Rimal 6, Rimal, Jumeirah Beach Residence (JBR)"
"112,000",12877 sqft,"Index Tower, DIFC"
"195,000","332,357 sqft","Park Place Tower, Sheikh Zayed Road"
"185,000","231,994 sqft","Al Anbara, Shoreline Apartments, Palm Jumeirah"
"33,999",01589 sqft,"Pulse Smart Residence, JVC District 11, Jumeirah Village Circle (JVC)"
"109,999","231,472 sqft","Churchill Residence, Churchill Towers, Business Bay"
"215,000","231,717 sqft","Opera Grand, Downtown Dubai"
"77,990","231,333 sqft","Icon Tower 2, JLT Cluster L, Jumeirah Lake Towers (JLT)"
"260,000","221,173 sqft","Beach Vista 1, Beach Vista, EMAAR Beachfront Harbour"
"99,999","231,313 sqft",Princess Tower Marina
"275,000","231,715 sqft","Opera Grand, Downtown Dubai"
"130,000","121,313 sqft","Zanzebeel 1, Zanzebeel, Old Town"
"230,000","342,260 sqft","Al Haseer, Shoreline Apartments, Palm Jumeirah"
"140,000","121,095 sqft","Burj Khalifa, Downtown Dubai"
"440,000","352,923 sqft","Burj Khalifa, Downtown Dubai"
"26,000",01407 sqft,"Carson Tower B, Carson - The Drive, DAMAC Hills"
"39,999",12850 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"26,000",01407 sqft,"Carson Tower B, Carson - The Drive, DAMAC Hills"
"39,999",12850 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"55,000",12742 sqft,"Icon Tower 1, JLT Cluster M, Jumeirah Lake Towers (JLT)"
"135,000","231,252 sqft",The Royal Oceanic Marina
"500,000","342,040 sqft","Opera Grand, Downtown Dubai"
"60,000","241,267 sqft","Abraj Al Mamzar Block B, Abraj Al Mamzar, Al Mamzar"
"30,000",01490 sqft,"Genesis By Meraki, Arjan"
"102,399","341,786 sqft","Al Karama Building, Al Karama"
"49,999",12853 sqft,"Zenith A2 Tower, Zenith Towers Sports City"
"77,399","231,205 sqft","Al Karama Building, Al Karama"
"82,000","111,058 sqft","Rimal 4, Rimal, Jumeirah Beach Residence (JBR)"
"140,000","231,302 sqft","Bonaire Tower, Park Island Marina"
"42,999",12971 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"30,000",01510 sqft,Binghatti Stars Silicon Oasis
"62,000","121,100 sqft","Al Safa Paradise, Oud Metha, Bur Dubai"
"36,000",11625 sqft,"Lawnz by Danube, International City"
"145,000",23984 sqft,"Park Ridge Tower C, Park Ridge Hills Estate"
"110,000",11816 sqft,"Rahaal Building 2, Rahaal, Madinat Jumeirah Living, Umm Suqeim"
"36,000",11628 sqft,"Lawnz by Danube, International City"
"40,000",12929 sqft,"Arezzo, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"21,000",01369 sqft,"Lakeside Tower B, Lakeside Production City (IMPZ)"
"90,000",12768 sqft,"Al Sahab Tower 2, Al Sahab Tower Marina"
"100,000",11812 sqft,"La Cote Tower 5, La Cote, Port De La Mer, La Mer, Jumeirah"
"58,000",12906 sqft,"Bennett House 2, Bennett House, Uptown Motor City, Motor City"
"45,000",12942 sqft,"Rakayez DB1, Phase 2, Al Furjan"
"300,000","341,813 sqft","Downtown Views, Downtown Dubai"
"170,000","231,419 sqft","Downtown Views, Downtown Dubai"
"55,000",12824 sqft,"DEC Tower 1, DEC Towers Marina"
"80,000","331,420 sqft","Elite Sports Residence 7, Elite Sports Residence Sports City"
"289,999","342,104 sqft","Boulevard Point, Downtown Dubai"
"43,000",12840 sqft,"Building 98, Mediterranean, Discovery Gardens"
"36,995","111,000 sqft","Al Hassani Building, JVC District 13, Jumeirah Village Circle (JVC)"
"44,999",11784 sqft,"UNA Apartments, Town Square"
"27,000",01404 sqft,"Lawnz by Danube, International City"
"65,000",12471 sqft,"Reva Residences, Business Bay"
"67,000",11720 sqft,"Creek Gate Creek Harbour, The Lagoons"
"70,000",22962 sqft,"New Dubai Gate 2, JLT Cluster A, Jumeirah Lake Towers (JLT)"
"29,999",01379 sqft,"Farishta Azizi, Al Furjan"
"110,000",12917 sqft,"Boulevard Central 2, Boulevard Central, Downtown Dubai"
"140,000","221,219 sqft","29 Boulevard Podium, 29 Boulevard, Downtown Dubai"
"95,000",12799 sqft,"29 Boulevard 1, 29 Boulevard, Downtown Dubai"
"70,000",11645 sqft,"Park Heights 1, Park Heights Hills Estate"
"450,000","342,040 sqft","Opera Grand, Downtown Dubai"
"60,000",01714 sqft,"Murjan 2, Murjan, Jumeirah Beach Residence (JBR)"
"59,999",11484 sqft,Collective 2.0 Hills Estate
"220,000","331,630 sqft",Ocean Heights Marina
"42,000",12711 sqft,Lynx Residence Silicon Oasis
"65,000",11949 sqft,"O2 Residence, JLT Cluster O, Jumeirah Lake Towers (JLT)"
"180,000","241,720 sqft","Building 13B, City Walk, Al Wasl"
"60,000",12810 sqft,"V3 Tower, JLT Cluster V, Jumeirah Lake Towers (JLT)"
"38,000",11652 sqft,"Diamond Views III, Diamond Views, JVC District 14, Jumeirah Village Circle (JVC)"
"38,000",11629 sqft,"Lawnz by Danube, International City"
"89,999",11780 sqft,"Boulevard Central 2, Boulevard Central, Downtown Dubai"
"32,000",01405 sqft,"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC)"
"97,000","121,015 sqft","Shemara, Marina Promenade Marina"
"116,000",22956 sqft,"Park Heights 2, Park Heights Hills Estate"
"63,000",22967 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"73,999","341,636 sqft","Al Karama Building, Al Karama"
"155,000","341,743 sqft","D1 Tower, Culture Village"
"210,000","221,338 sqft","Rahaal Building 1, Rahaal, Madinat Jumeirah Living, Umm Suqeim"
"79,900",22803 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"118,000","231,606 sqft","Executive Tower B, Executive Towers, Business Bay"
"190,000","452,763 sqft","Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR)"
"150,000","231,314 sqft","Downtown Views, Downtown Dubai"
"33,999",01720 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"59,998",12820 sqft,"Burj Al Nujoom, Downtown Dubai"
"55,000","221,010 sqft","Al Thamam 30, Al Thamam, Remraam"
"26,999",01550 sqft,"Mizin 4, Majanland"
"135,000","221,411 sqft","Boulevard Central 1, Boulevard Central, Downtown Dubai"
"110,000","231,263 sqft","Shams 4, Shams, Jumeirah Beach Residence (JBR)"
"74,999",11865 sqft,Princess Tower Marina
"65,000",12983 sqft,"Uptown Mirdif, Mirdif"
"180,000","231,646 sqft","Opera Grand, Downtown Dubai"
"65,000","241,530 sqft","Abraj Al Mamzar Block B, Abraj Al Mamzar, Al Mamzar"
"65,000",11790 sqft,"Eaton Place, JVC District 15, Jumeirah Village Circle (JVC)"
"39,999",01333 sqft,"Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT)"
"54,990","221,100 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"85,000","231,187 sqft","The Palladium, JLT Cluster C, Jumeirah Lake Towers (JLT)"
"60,000",11490 sqft,Collective 2.0 Hills Estate
"42,000","231,236 sqft","C1, Boulevard Apartments, The Pulse South"
"52,999","221,004 sqft",Oasis Tower 1 Sports City
"39,000",12840 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"220,000","342,149 sqft","Green Lakes 1, JLT Cluster S (Green Lake Towers), Jumeirah Lake Towers (JLT)"
"41,000",11842 sqft,"Diamond Views IV, Diamond Views, JVC District 14, Jumeirah Village Circle (JVC)"
"41,990",12950 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"32,000",01558 sqft,"Living Garden II, JVC District 14, Jumeirah Village Circle (JVC)"
"112,000",22957 sqft,"Park Heights 1, Park Heights Hills Estate"
"95,000",12985 sqft,"Dubai Creek Residence Tower 1 North Creek Harbour, The Lagoons"
"52,000",12756 sqft,"Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC)"
"34,000",01589 sqft,"Pulse Smart Residence, JVC District 11, Jumeirah Village Circle (JVC)"
"185,000","231,567 sqft","BLVD Heights Tower 1, BLVD Heights, Downtown Dubai"
"125,000","231,249 sqft","Park Place Tower, Sheikh Zayed Road"
"54,999",22983 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"55,000","121,147 sqft","New Bridge Hill 2, New Bridge Hill, Uptown Motor City, Motor City"
"31,000",12753 sqft,"U-19, Italy Cluster, International City"
"72,000",12970 sqft,"Belgravia 1, Belgravia, JVC District 11, Jumeirah Village Circle (JVC)"
"30,000",12850 sqft,"Hilly Tower, Al Nahda 2, Al Nahda (Dubai)"
"110,000","231,300 sqft",Princess Tower Marina
"69,995","221,553 sqft","Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC)"
"135,000",12790 sqft,"Jumeirah Living Marina Gate, Marina Gate Marina"
"65,000","231,212 sqft",Hera Tower Sports City
"130,000","221,346 sqft","The Cove Creek Harbour, The Lagoons"
"40,000",12828 sqft,"La Vista Residence 3, La vista Residence Silicon Oasis"
"38,000",12814 sqft,"Lolena Residence, JVC District 12, Jumeirah Village Circle (JVC)"
"190,000","31,890 sqft",Time Place Marina
"43,000",01464 sqft,"Divine Residences, Arjan"
"32,000",11552 sqft,"Easy 19, Warsan 4, Al Warsan"
"26,000",11850 sqft,"Al Baraha Family Residence, Al Baraha, Deira"
"350,000","331,960 sqft","Rahaal Building 2, Rahaal, Madinat Jumeirah Living, Umm Suqeim"
"185,000","231,836 sqft","Index Tower, DIFC"
"75,000",12673 sqft,"Creekside 18 Tower A, Creekside 18 Creek Harbour, The Lagoons"
"42,000",12900 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"153,000","221,199 sqft","La Cote Tower 5, La Cote, Port De La Mer, La Mer, Jumeirah"
"43,000",12613 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC)"
"160,000","221,314 sqft","Downtown Views, Downtown Dubai"
"72,000",11820 sqft,"Creek Rise Creek Harbour, The Lagoons"
"145,000","231,000 sqft","Park Ridge Tower C, Park Ridge Hills Estate"
"31,998",01465 sqft,"Naif, Deira"
"39,000","231,200 sqft","Hilly Tower, Al Nahda 2, Al Nahda (Dubai)"
"40,000",12957 sqft,"Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"39,990",12800 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"88,000",12762 sqft,"Marina Quays West, Marina Quays Marina"
"78,000",11648 sqft,"Park Ridge Tower C, Park Ridge Hills Estate"
"37,000",12900 sqft,University View Silicon Oasis
"71,400","111,155 sqft","Executive Tower J, Executive Towers, Business Bay"
"92,000",11782 sqft,"Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"35,000",01514 sqft,"Botanica, JVC District 13, Jumeirah Village Circle (JVC)"
"83,000","121,024 sqft","Dubai Creek Residence Tower 2 South Creek Harbour, The Lagoons"
"110,000","221,215 sqft","Harbour Views 1, Harbour Views Creek Harbour, The Lagoons"
"48,000",22934 sqft,Red Residence Sports City
"110,000","231,131 sqft","The Bay, Business Bay"
"118,000",22975 sqft,"Park Heights 1, Park Heights Hills Estate"
"35,000",01623 sqft,"Regent House 2, Regent House, Uptown Motor City, Motor City"
"155,000","221,297 sqft","La Cote Tower 3, La Cote, Port De La Mer, La Mer, Jumeirah"
"26,000",01380 sqft,"Al Manara Tower, JVT District 4, Jumeirah Village Triangle (JVT)"
"48,000",12942 sqft,"Rakayez DB1, Phase 2, Al Furjan"
"35,990",01750 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"180,000","231,440 sqft","29 Boulevard 2, 29 Boulevard, Downtown Dubai"
"37,000","221,195 sqft","Luzan 1 Building, Al Nahda 2, Al Nahda (Dubai)"
"30,000",01510 sqft,"Silicon Heights 2, Silicon Heights Silicon Oasis"
"130,000","231,634 sqft","8 Boulevard Walk, Mohammad Bin Rashid Boulevard, Downtown Dubai"
"105,000","221,330 sqft","Millennium Binghatti Residences, Business Bay"
"97,000","231,425 sqft","Executive Tower M (West Heights 1), Executive Towers, Business Bay"
"210,000","231,836 sqft","Index Tower, DIFC"
"100,000",12969 sqft,"Park Place Tower, Sheikh Zayed Road"
"140,000","221,505 sqft","Travo Tower B, Travo, The Views"
"36,000","221,000 sqft","Al Awar Building, Al Nahda 2, Al Nahda (Dubai)"
"70,000",12673 sqft,"Creekside 18 Tower A, Creekside 18 Creek Harbour, The Lagoons"
"78,000","231,325 sqft","Icon Tower 2, JLT Cluster L, Jumeirah Lake Towers (JLT)"
"140,000","231,472 sqft","Churchill Residence, Churchill Towers, Business Bay"
"150,000","341,838 sqft","Amwaj 4, Amwaj, Jumeirah Beach Residence (JBR)"
"37,000","221,100 sqft","Lootah Apartment 2, Al Nahda 2, Al Nahda (Dubai)"
"28,000",01369 sqft,"Golf Horizon Tower B, Golf Horizon, DAMAC Hills"
"48,000","121,053 sqft","Claverton House 2, Claverton House, Uptown Motor City, Motor City"
"21,000",01500 sqft,"Lootha Building, Al Nahda 2, Al Nahda (Dubai)"
"55,000","241,538 sqft","Ritaj (Residential Complex), Phase 2 Investment Park (DIP)"
"60,000",11796 sqft,"Fairview Residency, Business Bay"
"75,000","231,473 sqft","Le Grand Chateau B, Le Grand Chateau, JVC District 10, Jumeirah Village Circle (JVC)"
"40,000",12758 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"35,000",11780 sqft,"Benaa G10 Building, Phase 3, International City"
"155,000","221,216 sqft","La Cote Tower 3, La Cote, Port De La Mer, La Mer, Jumeirah"
"32,000",01527 sqft,"Zen Cluster, Discovery Gardens"
"90,000","231,490 sqft","DEC Tower 2, DEC Towers Marina"
"33,000",12723 sqft,"Centrium Tower 2, Centrium Towers Production City (IMPZ)"
"44,000",12966 sqft,"Magnolia 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC)"
"80,000",11789 sqft,"Wilton Terraces 2, Sobha Hartland, Mohammed Bin Rashid City"
"95,000",12800 sqft,"29 Boulevard 1, 29 Boulevard, Downtown Dubai"
"42,000",11487 sqft,"UNA Apartments, Town Square"
"230,000","342,216 sqft","Al Haseer, Shoreline Apartments, Palm Jumeirah"
"42,000",12974 sqft,"Grand Horizon 1, Grand Horizon Sports City"
"32,000","121,200 sqft","Hassani 17 Building, Al Qusais Industrial 5, Al Qusais Industrial Area, Al Qusais"
"75,000",01505 sqft,"Palm Views East, Palm Views, Palm Jumeirah"
"110,000",11788 sqft,"Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"29,000",01526 sqft,"Gardenia 2, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC)"
"130,000","221,160 sqft","Harbour Views 2, Harbour Views Creek Harbour, The Lagoons"
"85,000","121,155 sqft","Executive Tower J, Executive Towers, Business Bay"
"54,000",11481 sqft,Collective 2.0 Hills Estate
"800,000","455,593 sqft","Burj Vista 2, Burj Vista, Downtown Dubai"
"48,000",01618 sqft,"Zaya Hameni, JVC District 15, Jumeirah Village Circle (JVC)"
"45,000",12636 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC)"
"230,000","342,215 sqft","Al Haseer, Shoreline Apartments, Palm Jumeirah"
"47,000","221,208 sqft","Universal Apartments, Central Business District, International City"
"230,000","331,784 sqft","C1, The Hills C, The Hills"
"120,000","121,303 sqft","Golden Mile 5, Golden Mile, Palm Jumeirah"
"48,000",12950 sqft,"Geepas Tower, Arjan"
"250,000","341,800 sqft",5242 Towers Marina
"40,000",12870 sqft,"Burj Al khair, Arjan"
"47,000",12943 sqft,"Norton Court 3, Norton Court, Uptown Motor City, Motor City"
"85,000","221,175 sqft","Indigo Tower, JLT Cluster D, Jumeirah Lake Towers (JLT)"
"45,000",12931 sqft,"Sandoval Garden, JVC District 14, Jumeirah Village Circle (JVC)"
"40,000",12850 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"105,000","121,046 sqft","The Residence 7, The Residences, Downtown Dubai"
"74,999",11820 sqft,"Creek Rise Creek Harbour, The Lagoons"
"125,000","321,600 sqft","Al Ghaf 2, Al Ghaf, The Greens"
"195,000","321,672 sqft","Standpoint Tower 1, Standpoint Towers, Downtown Dubai"
"250,000","331,779 sqft","Vida Residence 2, Vida Residence (The Hills), The Hills"
"60,000","221,200 sqft","Al Waha Building, Al Mankhool, Bur Dubai"
"100,000","221,329 sqft","Millennium Binghatti Residences, Business Bay"
"144,990","221,394 sqft","29 Boulevard 2, 29 Boulevard, Downtown Dubai"
"400,000","342,047 sqft","Opera Grand, Downtown Dubai"
"109,999",11756 sqft,"La Cote Tower 4, La Cote, Port De La Mer, La Mer, Jumeirah"
"32,000",01390 sqft,"Al Ghubaiba, Bur Dubai"
"60,000","231,020 sqft","Azizi Plaza, Al Furjan"
"200,000","121,178 sqft","SLS Dubai Hotel & Residences, Business Bay"
"46,000","221,400 sqft","Hassani Tower 11, Al Nahda 2, Al Nahda (Dubai)"
"110,000",11781 sqft,"Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"42,999","121,188 sqft","Masaar Residence, JVC District 15, Jumeirah Village Circle (JVC)"
"90,000","231,102 sqft","Marina Residence A, Marina Residence Marina"
"49,999",12900 sqft,"Adore, JVC District 11, Jumeirah Village Circle (JVC)"
"42,000",12747 sqft,"La Riviera Estate A, La Riviera Estates, JVC District 10, Jumeirah Village Circle (JVC)"
"84,999","221,114 sqft","Creek Gate Creek Harbour, The Lagoons"
"84,000",12896 sqft,Marina Sail Marina
"120,000",11731 sqft,"Opera Grand, Downtown Dubai"
"44,999",12806 sqft,The Medalist Sports City
"200,000","231,676 sqft","Opera Grand, Downtown Dubai"
"65,000","241,474 sqft","Abraj Al Mamzar Block A, Abraj Al Mamzar, Al Mamzar"
"20,000",01280 sqft,"Naif Building 7, Naif, Deira"
"30,000",11300 sqft,"Naif Building 6, Naif, Deira"
"36,000",12800 sqft,"Al Abbar Building, Al Nahda 2, Al Nahda (Dubai)"
"30,000",01423 sqft,Eagle Heights Sports City
"75,000",22937 sqft,"Hayat Boulevard, Town Square"
"40,000",12867 sqft,"The Manhattan, JVC District 10, Jumeirah Village Circle (JVC)"
"40,990",12830 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"41,990",12950 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"85,000","121,105 sqft","Murjan 1, Murjan, Jumeirah Beach Residence (JBR)"
"38,000",12855 sqft,"Lootha Building, Al Nahda 2, Al Nahda (Dubai)"
"34,000",12634 sqft,"Dania 3, Dania District, Midtown Production City (IMPZ)"
"280,000","232,734 sqft","Seventh Heaven, Al Barari"
"200,000","231,713 sqft","Opera Grand, Downtown Dubai"
"145,000","231,347 sqft","Bonaire Tower, Park Island Marina"
"45,000","221,400 sqft","Al Mamzar Tower 1, Al Mamzar Towers, Al Mamzar"
"29,999",12420 sqft,"Naif Building 4, Naif, Deira"
"83,000",12900 sqft,"A A Tower, Sheikh Zayed Road"
"69,990",11742 sqft,"Harbour Views 2, Harbour Views Creek Harbour, The Lagoons"
"289,990","342,197 sqft","Building 20, City Walk, Al Wasl"
"44,999",12900 sqft,"Dumax Building, Arjan"
"55,000","121,038 sqft","Easton Court, Motor City"
"29,000",11430 sqft,"Naif Building 1, Naif, Deira"
"78,000","121,308 sqft","Executive Tower L, Executive Towers, Business Bay"
"84,999","221,115 sqft","Creek Gate Creek Harbour, The Lagoons"
"73,000",11709 sqft,"Harbour Views 1, Harbour Views Creek Harbour, The Lagoons"
"47,000",12968 sqft,"Building 202, Mogul, Discovery Gardens"
"32,000",02773 sqft,"Venetian, Canal Residence West Sports City"
"75,000",11824 sqft,"Belgravia 3, JVC District 14, Jumeirah Village Circle (JVC)"
"115,000",12892 sqft,"BLVD Heights Tower 2, BLVD Heights, Downtown Dubai"
"48,000",12961 sqft,"Binghatti Gateway, Al Jaddaf"
"25,999",01496 sqft,"Lago Vista B, Lago Vista Production City (IMPZ)"
"46,000",11850 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"31,000",11420 sqft,"Al Nakheel Building, Naif, Deira"
"35,000",12700 sqft,"Warsan 4, Al Warsan"
"72,000",11730 sqft,"Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"75,000",11755 sqft,"Tanaro, The Views"
"25,000",01320 sqft,"Easy 18, Phase 2, International City"
"126,999",11836 sqft,"Lamtara Building 2, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
